video_id,channel_id,platform,publish_date,publish_hour,duration_seconds,video_type,total_views,first_7d_views,first_30d_views,watch_time_minutes,watch_time_7d,watch_time_30d,likes,comments,shares,dislikes,ad_impressions,engagement_rate,estimated_cpm,avg_view_duration_seconds,avg_percentage_viewed
vid_1128312,channel_6411,YouTube,2025-10-24,15,16,Short,2595,2578.0,2593.0,674.0,674.0,674.0,19.0,0.0,2.0,3.0,0.0,0.81,0.02,15.58,97.4
vid_1129861,channel_6411,YouTube,2025-10-24,13,24,Short,7268,7241.0,7261.0,2583.0,2582.0,2583.0,53.0,0.0,0.0,17.0,0.0,0.73,0.02,21.32,88.85
vid_1121507,channel_6411,YouTube,2025-10-23,17,16,Short,12214,12104.0,12128.0,3461.0,3454.0,3456.0,103.0,0.0,0.0,15.0,0.0,0.84,0.02,17.0,106.26
vid_1127596,channel_6411,YouTube,2025-10-23,15,17,Short,4375,4365.0,4374.0,1065.0,1065.0,1065.0,33.0,0.0,0.0,10.0,0.0,0.75,0.02,14.61,85.92
vid_1128421,channel_6411,YouTube,2025-10-23,13,15,Short,15260,15207.0,15247.0,3685.0,3677.0,3685.0,103.0,1.0,2.0,19.0,0.0,0.69,0.02,14.49,96.59
vid_1121482,channel_6411,YouTube,2025-10-22,17,9,Short,15421,15378.0,15415.0,2978.0,2972.0,2978.0,81.0,0.0,0.0,18.0,0.0,0.53,0.02,11.59,128.74
vid_1121731,channel_6411,YouTube,2025-10-22,15,13,Short,15485,15341.0,15413.0,3525.0,3514.0,3525.0,67.0,1.0,0.0,19.0,0.0,0.44,0.02,13.66,105.06
vid_1121544,channel_6411,YouTube,2025-10-22,13,14,Short,15874,15724.0,15814.0,4024.0,3998.0,4017.0,134.0,2.0,2.0,11.0,0.0,0.87,0.02,15.21,108.64
vid_1127008,channel_6411,YouTube,2025-10-21,17,14,Short,15185,15086.0,15155.0,3734.0,3726.0,3733.0,71.0,0.0,1.0,15.0,0.0,0.47,0.02,14.75,105.39
vid_1129758,channel_6411,YouTube,2025-10-21,15,13,Short,12603,12531.0,12590.0,2988.0,2979.0,2988.0,92.0,0.0,1.0,16.0,0.0,0.74,0.01,14.23,109.42
vid_1129724,channel_6411,YouTube,2025-10-21,13,12,Short,16596,16431.0,16548.0,3755.0,3738.0,3755.0,112.0,0.0,2.0,20.0,0.0,0.69,0.02,13.58,113.13
vid_1129170,channel_6411,YouTube,2025-10-20,17,12,Short,15345,15225.0,15304.0,3312.0,3300.0,3312.0,77.0,0.0,0.0,14.0,0.0,0.5,0.02,12.95,107.92
vid_1131412,channel_6411,YouTube,2025-10-20,15,14,Short,15115,15081.0,15109.0,3673.0,3670.0,3673.0,101.0,0.0,0.0,15.0,0.0,0.67,0.02,14.58,104.14
vid_1131316,channel_6411,YouTube,2025-10-20,13,12,Short,571,527.0,553.0,120.0,119.0,120.0,5.0,0.0,0.0,3.0,0.0,0.88,0.04,12.61,105.08
vid_1121755,channel_6411,YouTube,2025-10-19,17,13,Short,16759,16419.0,16544.0,4702.0,4665.0,4684.0,140.0,0.0,3.0,19.0,0.0,0.85,0.02,16.83,129.49
vid_1127804,channel_6411,YouTube,2025-10-19,15,14,Short,15085,15059.0,15081.0,3434.0,3434.0,3434.0,86.0,0.0,2.0,11.0,0.0,0.58,0.02,13.66,97.56
vid_1121352,channel_6411,YouTube,2025-10-19,13,13,Short,14580,14534.0,14576.0,3563.0,3558.0,3563.0,87.0,0.0,2.0,23.0,0.0,0.61,0.02,14.66,112.79
vid_1130667,channel_6411,YouTube,2025-10-18,17,12,Short,20394,20253.0,20375.0,4854.0,4836.0,4854.0,158.0,1.0,0.0,40.0,0.0,0.78,0.02,14.28,119.01
vid_1126829,channel_6411,YouTube,2025-10-18,15,12,Short,15442,15297.0,15398.0,3467.0,3453.0,3467.0,94.0,0.0,1.0,15.0,0.0,0.62,0.02,13.47,112.26
vid_1128390,channel_6411,YouTube,2025-10-18,13,13,Short,12708,12645.0,12700.0,3215.0,3208.0,3215.0,70.0,0.0,1.0,25.0,0.0,0.56,0.02,15.18,116.76
vid_1129190,channel_6411,YouTube,2025-10-17,17,16,Short,21233,21053.0,21185.0,6204.0,6180.0,6202.0,162.0,1.0,0.0,25.0,0.0,0.77,0.01,17.53,109.57
vid_1129551,channel_6411,YouTube,2025-10-17,15,14,Short,6085,6055.0,6070.0,1289.0,1288.0,1289.0,38.0,0.0,0.0,4.0,0.0,0.62,0.02,12.71,90.79
vid_1127115,channel_6411,YouTube,2025-10-17,13,17,Short,13162,13094.0,13139.0,3783.0,3775.0,3781.0,93.0,0.0,2.0,11.0,0.0,0.72,0.02,17.25,101.44
vid_1127202,channel_6411,YouTube,2025-10-16,17,10,Short,17648,15804.0,17569.0,3455.0,3110.0,3455.0,95.0,0.0,1.0,32.0,0.0,0.54,0.02,11.75,117.46
vid_1130266,channel_6411,YouTube,2025-10-16,15,15,Short,15193,15154.0,15170.0,4183.0,4182.0,4182.0,170.0,0.0,0.0,10.0,0.0,1.12,0.02,16.52,110.13
vid_1128027,channel_6411,YouTube,2025-10-16,13,17,Short,5973,5953.0,5969.0,1752.0,1751.0,1751.0,42.0,0.0,0.0,5.0,0.0,0.7,0.02,17.6,103.52
vid_1131207,channel_6411,YouTube,2025-10-15,17,12,Short,18673,18633.0,18664.0,4345.0,4345.0,4345.0,103.0,0.0,0.0,22.0,0.0,0.55,0.02,13.96,116.34
vid_1128224,channel_6411,YouTube,2025-10-15,15,14,Short,11335,11126.0,11267.0,2784.0,2755.0,2784.0,73.0,0.0,1.0,14.0,0.0,0.65,0.02,14.74,105.26
vid_1132409,channel_6411,YouTube,2025-10-15,13,14,Short,14598,14580.0,14594.0,3533.0,3533.0,3533.0,74.0,1.0,0.0,11.0,0.0,0.51,0.02,14.52,103.72
vid_1131314,channel_6411,YouTube,2025-10-14,17,16,Short,10354,10336.0,10350.0,2977.0,2976.0,2977.0,69.0,0.0,0.0,16.0,0.0,0.67,0.02,17.25,107.82
vid_1121635,channel_6411,YouTube,2025-10-14,15,13,Short,11432,11413.0,11430.0,2768.0,2766.0,2768.0,127.0,1.0,0.0,17.0,0.0,1.12,0.02,14.53,111.75
vid_1131576,channel_6411,YouTube,2025-10-14,13,13,Short,7532,7474.0,7502.0,1845.0,1845.0,1845.0,70.0,0.0,0.0,8.0,0.0,0.93,0.02,14.7,113.06
vid_1130486,channel_6411,YouTube,2025-10-13,17,17,Short,16172,16138.0,16169.0,4495.0,4493.0,4495.0,114.0,0.0,0.0,14.0,0.0,0.7,0.02,16.68,98.1
vid_1132116,channel_6411,YouTube,2025-10-13,15,12,Short,12438,12385.0,12419.0,2711.0,2708.0,2710.0,72.0,2.0,3.0,16.0,0.0,0.62,0.02,13.08,108.98
vid_1121441,channel_6411,YouTube,2025-10-13,13,11,Short,15153,15106.0,15146.0,3596.0,3547.0,3550.0,93.0,0.0,2.0,17.0,0.0,0.63,0.02,14.24,129.44
vid_1130597,channel_6411,YouTube,2025-10-12,17,14,Short,16416,16336.0,16393.0,4138.0,4130.0,4138.0,161.0,0.0,1.0,10.0,0.0,0.99,0.02,15.12,108.03
vid_1131706,channel_6411,YouTube,2025-10-12,15,14,Short,16178,15830.0,15933.0,4114.0,4066.0,4083.0,121.0,0.0,5.0,15.0,0.0,0.78,0.02,15.26,108.98
vid_1128246,channel_6411,YouTube,2025-10-12,13,15,Short,4779,4747.0,4760.0,1315.0,1313.0,1315.0,40.0,2.0,0.0,6.0,0.0,0.88,0.02,16.51,110.06
vid_1129722,channel_6411,YouTube,2025-10-11,17,12,Short,1771,1754.0,1768.0,408.0,408.0,408.0,14.0,0.0,0.0,4.0,0.0,0.79,0.02,13.82,115.19
vid_1127016,channel_6411,YouTube,2025-10-11,15,16,Short,32865,32825.0,32856.0,9806.0,9802.0,9806.0,255.0,0.0,6.0,37.0,0.0,0.79,0.02,17.9,111.89
vid_1132407,channel_6411,YouTube,2025-10-11,13,12,Short,12484,12448.0,12480.0,2833.0,2831.0,2833.0,81.0,0.0,2.0,19.0,0.0,0.66,0.02,13.62,113.47
vid_1126822,channel_6411,YouTube,2025-10-10,17,8,Short,21185,21127.0,21178.0,3807.0,3804.0,3807.0,136.0,0.0,2.0,40.0,0.0,0.65,0.02,10.78,134.78
vid_1129783,channel_6411,YouTube,2025-10-10,15,9,Short,18169,18076.0,18159.0,3441.0,3432.0,3441.0,106.0,0.0,1.0,26.0,0.0,0.59,0.02,11.36,126.26
vid_1127116,channel_6411,YouTube,2025-10-10,13,9,Short,58737,39065.0,56351.0,12687.0,8851.0,12230.0,407.0,0.0,4.0,88.0,0.0,0.7,0.02,12.96,144.0
vid_1131204,channel_6411,YouTube,2025-10-09,17,11,Short,19179,17525.0,19069.0,4014.0,3728.0,4014.0,122.0,0.0,2.0,27.0,0.0,0.65,0.02,12.56,114.16
vid_1130537,channel_6411,YouTube,2025-10-09,15,9,Short,20939,17309.0,20934.0,4382.0,3724.0,4382.0,103.0,0.0,1.0,37.0,0.0,0.5,0.02,12.56,139.52
vid_1128954,channel_6411,YouTube,2025-10-09,13,11,Short,21183,20353.0,21172.0,4584.0,4419.0,4584.0,146.0,0.0,1.0,27.0,0.0,0.69,0.01,12.98,118.04
vid_1130208,channel_6411,YouTube,2025-10-08,17,15,Short,9708,9684.0,9707.0,2386.0,2386.0,2386.0,58.0,0.0,1.0,10.0,0.0,0.61,0.02,14.75,98.31
vid_1131406,channel_6411,YouTube,2025-10-08,15,13,Short,16351,15691.0,16341.0,3882.0,3754.0,3882.0,80.0,1.0,2.0,26.0,0.0,0.51,0.02,14.25,109.58
vid_1131186,channel_6411,YouTube,2025-10-08,13,12,Short,15206,15108.0,15163.0,3516.0,3501.0,3510.0,97.0,1.0,0.0,20.0,0.0,0.64,0.02,13.87,115.61
vid_1131065,channel_6411,YouTube,2025-11-27,19,15,Short,15204,15183.0,15202.0,4664.0,4659.0,4664.0,87.0,1.0,0.0,16.0,0.0,0.58,0.02,18.41,122.7
vid_1129146,channel_6411,YouTube,2025-11-27,17,15,Short,1544,1525.0,1544.0,352.0,352.0,352.0,3.0,0.0,0.0,4.0,0.0,0.19,0.03,13.68,91.19
vid_1130225,channel_6411,YouTube,2025-11-27,15,21,Short,26458,26389.0,26449.0,8967.0,8950.0,8966.0,140.0,1.0,3.0,43.0,0.0,0.54,0.01,20.33,96.83
vid_1128164,channel_6411,YouTube,2025-11-26,19,19,Short,8249,8209.0,8247.0,2963.0,2938.0,2963.0,58.0,0.0,2.0,15.0,0.0,0.73,0.02,21.55,113.43
vid_1129168,channel_6411,YouTube,2025-11-26,17,12,Short,17430,17323.0,17409.0,3996.0,3983.0,3996.0,77.0,1.0,0.0,22.0,0.0,0.45,0.02,13.76,114.63
vid_1131848,channel_6411,YouTube,2025-11-26,15,17,Short,15231,15194.0,15228.0,4637.0,4627.0,4637.0,110.0,0.0,0.0,32.0,0.0,0.72,0.02,18.27,107.45
vid_1121873,channel_6411,YouTube,2025-11-25,15,14,Short,15025,14977.0,15022.0,4982.0,4976.0,4982.0,149.0,4.0,45.0,16.0,0.0,1.32,0.03,19.89,142.11
vid_1131824,channel_6411,YouTube,2025-11-25,13,13,Short,3013,2989.0,3010.0,795.0,788.0,795.0,35.0,0.0,1.0,5.0,0.0,1.19,0.02,15.83,121.78
vid_1130485,channel_6411,YouTube,2025-11-25,11,23,Short,13900,13833.0,13893.0,5342.0,5328.0,5342.0,116.0,0.0,5.0,13.0,0.0,0.87,0.02,23.06,100.26
vid_1128375,channel_6411,YouTube,2025-11-24,17,17,Short,5707,5667.0,5707.0,1713.0,1709.0,1713.0,31.0,0.0,0.0,6.0,0.0,0.54,0.02,18.01,105.94
vid_1130883,channel_6411,YouTube,2025-11-24,15,15,Short,8999,8964.0,8996.0,2199.0,2197.0,2199.0,63.0,0.0,0.0,5.0,0.0,0.7,0.02,14.66,97.74
vid_1129845,channel_6411,YouTube,2025-11-24,13,18,Short,4943,4911.0,4942.0,1121.0,1120.0,1121.0,48.0,1.0,0.0,4.0,0.0,0.99,0.02,13.61,75.6
vid_1131555,channel_6411,YouTube,2025-11-23,17,13,Short,510,502.0,510.0,141.0,141.0,141.0,6.0,0.0,0.0,0.0,0.0,1.18,0.04,16.59,127.6
vid_1121278,channel_6411,YouTube,2025-11-23,15,18,Short,4278,4246.0,4277.0,1254.0,1253.0,1254.0,32.0,1.0,1.0,2.0,0.0,0.79,0.02,17.59,97.71
vid_1128507,channel_6411,YouTube,2025-11-23,13,21,Short,6263,6219.0,6254.0,1853.0,1849.0,1853.0,48.0,0.0,2.0,5.0,0.0,0.8,0.03,17.75,84.53
vid_1132389,channel_6411,YouTube,2025-11-22,17,14,Short,3293,3280.0,3293.0,929.0,929.0,929.0,20.0,0.0,5.0,4.0,0.0,0.76,0.02,16.93,120.91
vid_1129973,channel_6411,YouTube,2025-11-22,15,16,Short,6487,6424.0,6486.0,1867.0,1856.0,1867.0,36.0,0.0,2.0,10.0,0.0,0.59,0.02,17.27,107.93
vid_1122205,channel_6411,YouTube,2025-11-22,13,17,Short,4623,4599.0,4623.0,1202.0,1198.0,1202.0,18.0,0.0,0.0,3.0,0.0,0.39,0.03,15.6,91.77
vid_1122291,channel_6411,YouTube,2025-11-21,17,18,Short,4211,4180.0,4205.0,1382.0,1379.0,1382.0,46.0,0.0,4.0,4.0,0.0,1.19,0.03,19.69,109.4
vid_1130913,channel_6411,YouTube,2025-11-21,15,19,Short,4084,4059.0,4081.0,1324.0,1322.0,1324.0,27.0,0.0,0.0,6.0,0.0,0.66,0.02,19.45,102.38
vid_1126799,channel_6411,YouTube,2025-11-21,13,13,Short,8157,8138.0,8156.0,2012.0,2011.0,2012.0,49.0,0.0,2.0,8.0,0.0,0.63,0.02,14.8,113.84
vid_1122263,channel_6411,YouTube,2025-11-20,17,18,Short,11448,11426.0,11448.0,3319.0,3317.0,3319.0,53.0,1.0,0.0,17.0,0.0,0.47,0.03,17.4,96.64
vid_1128687,channel_6411,YouTube,2025-11-20,15,18,Short,4365,4340.0,4365.0,1223.0,1220.0,1223.0,40.0,0.0,1.0,4.0,0.0,0.94,0.02,16.81,93.39
vid_1130239,channel_6411,YouTube,2025-11-20,13,14,Short,20533,20455.0,20528.0,5448.0,5437.0,5448.0,145.0,0.0,3.0,16.0,0.0,0.72,0.02,15.92,113.71
vid_1130995,channel_6411,YouTube,2025-11-19,17,22,Short,6958,6927.0,6957.0,2410.0,2404.0,2410.0,52.0,0.0,6.0,6.0,0.0,0.83,0.02,20.78,94.46
vid_1128218,channel_6411,YouTube,2025-11-19,15,18,Short,13917,13827.0,13888.0,4282.0,4273.0,4281.0,94.0,0.0,1.0,29.0,0.0,0.68,0.02,18.46,102.56
vid_1129118,channel_6411,YouTube,2025-11-19,13,24,Short,6801,6775.0,6800.0,2330.0,2328.0,2330.0,30.0,0.0,1.0,13.0,0.0,0.46,0.02,20.56,85.65
vid_1121127,channel_6411,YouTube,2025-11-18,17,20,Short,1805,1760.0,1803.0,549.0,529.0,548.0,17.0,0.0,2.0,4.0,0.0,1.05,0.02,18.25,91.25
vid_1127789,channel_6411,YouTube,2025-11-18,15,19,Short,4935,4907.0,4932.0,1499.0,1495.0,1499.0,30.0,0.0,0.0,8.0,0.0,0.61,0.02,18.22,95.92
vid_1129886,channel_6411,YouTube,2025-11-18,13,21,Short,3651,3622.0,3646.0,1045.0,1043.0,1045.0,26.0,0.0,1.0,12.0,0.0,0.74,0.02,17.17,81.78
vid_1128479,channel_6411,YouTube,2025-11-17,17,13,Short,6869,6836.0,6867.0,1630.0,1628.0,1630.0,33.0,0.0,2.0,9.0,0.0,0.51,0.02,14.24,109.52
vid_1131262,channel_6411,YouTube,2025-11-17,15,16,Short,3691,3666.0,3689.0,876.0,874.0,876.0,22.0,0.0,3.0,3.0,0.0,0.68,0.02,14.24,89.0
vid_1126800,channel_6411,YouTube,2025-11-17,13,22,Short,3936,3913.0,3935.0,1131.0,1130.0,1131.0,22.0,1.0,0.0,4.0,0.0,0.58,0.02,17.24,78.37
vid_1129547,channel_6411,YouTube,2025-11-16,17,10,Short,8896,8868.0,8895.0,1783.0,1781.0,1783.0,36.0,0.0,1.0,11.0,0.0,0.42,0.01,12.03,120.26
vid_1129270,channel_6411,YouTube,2025-11-16,15,19,Short,3757,3744.0,3755.0,1235.0,1234.0,1235.0,30.0,0.0,1.0,3.0,0.0,0.83,0.02,19.72,103.81
vid_1130086,channel_6411,YouTube,2025-11-16,13,20,Short,3373,3354.0,3368.0,984.0,981.0,983.0,21.0,0.0,0.0,5.0,0.0,0.62,0.02,17.5,87.52
vid_1122292,channel_6411,YouTube,2025-11-15,17,15,Short,291,272.0,287.0,82.0,81.0,82.0,5.0,0.0,0.0,1.0,0.0,1.72,0.03,16.91,112.71
vid_1132255,channel_6411,YouTube,2025-11-15,15,21,Short,2157,2143.0,2155.0,591.0,591.0,591.0,16.0,0.0,0.0,2.0,0.0,0.74,0.02,16.44,78.28
vid_1127025,channel_6411,YouTube,2025-11-15,13,22,Short,14494,14477.0,14493.0,4932.0,4932.0,4932.0,80.0,0.0,4.0,16.0,0.0,0.58,0.01,20.42,92.8
vid_1132227,channel_6411,YouTube,2025-11-14,17,29,Short,183,154.0,181.0,42.0,40.0,42.0,5.0,0.0,0.0,0.0,0.0,2.73,0.05,13.77,47.48
vid_1130499,channel_6411,YouTube,2025-11-14,15,21,Short,2129,2118.0,2129.0,644.0,643.0,644.0,7.0,0.0,0.0,6.0,0.0,0.33,0.02,18.15,86.43
vid_1121837,channel_10665,YouTube,2025-11-19,10,,Live,392,392.0,392.0,2289.0,2289.0,2289.0,3.0,0.0,0.0,2.0,904.0,0.77,1.66,350.36,0.0
vid_1129989,channel_9119,YouTube,2025-11-26,16,1265,Production,225,158.0,209.0,1030.0,630.0,887.0,4.0,0.0,0.0,0.0,31.0,1.78,0.18,274.67,21.71
vid_1128217,channel_8518,YouTube,2025-11-26,15,29,Short,12050,11791.0,11955.0,5338.0,5200.0,5307.0,110.0,0.0,6.0,61.0,0.0,0.96,0.0,26.58,91.65
vid_1126725,channel_8518,YouTube,2025-11-26,13,19,Short,4451,4109.0,4359.0,1538.0,1428.0,1508.0,37.0,0.0,1.0,16.0,0.0,0.85,0.0,20.73,109.12
vid_1132296,channel_7821,YouTube,2025-11-26,10,9,Short,294325,211081.0,276633.0,61382.0,43779.0,57630.0,1685.0,0.0,39.0,592.0,0.0,0.59,0.01,12.51,139.03
vid_1122199,channel_7704,YouTube,2025-11-25,23,5,Short,3566,3490.0,3536.0,726.0,720.0,724.0,29.0,0.0,1.0,10.0,0.0,0.84,0.0,12.22,244.31
vid_1132018,channel_11257,YouTube,2025-11-26,18,58,Short,15582,15341.0,15515.0,12806.0,12647.0,12779.0,183.0,0.0,1.0,51.0,0.0,1.18,0.04,49.31,85.02
vid_1131632,channel_11257,YouTube,2025-11-26,12,38,Short,6318,6033.0,6231.0,3883.0,3731.0,3850.0,99.0,0.0,2.0,14.0,0.0,1.6,0.07,36.88,97.04
vid_1128046,channel_10769,YouTube,2025-11-26,14,1175,Production,3240,2901.0,3053.0,15204.0,14448.0,14901.0,19.0,1.0,0.0,3.0,1127.0,0.62,0.39,281.56,23.96
vid_1130174,channel_9356,YouTube,2025-11-26,16,1129,Production,117159,5960.0,11555.0,493390.0,22699.0,51933.0,591.0,3.0,147.0,151.0,0.0,0.63,0.0,252.68,22.38
vid_1128713,channel_9199,YouTube,2025-11-26,14,702,Production,1994,1912.0,1952.0,6535.0,6303.0,6449.0,8.0,1.0,0.0,0.0,2886.0,0.45,1.4,196.64,28.01
vid_1121568,channel_9199,YouTube,2025-11-19,13,,Live,368,368.0,368.0,628.0,628.0,628.0,2.0,0.0,0.0,3.0,356.0,0.54,0.68,102.39,0.0
vid_1127062,channel_7552,YouTube,2025-11-26,17,1129,Production,296,190.0,284.0,1416.0,1069.0,1363.0,2.0,0.0,0.0,1.0,364.0,0.68,3.92,287.03,25.42
vid_1128234,channel_5534,YouTube,2025-11-26,15,1315,Production,270,221.0,256.0,1234.0,900.0,1185.0,0.0,0.0,0.0,0.0,160.0,0.0,1.96,274.22,20.85
vid_1127087,channel_5534,YouTube,2025-11-02,12,,Live,556,353.0,556.0,2257.0,1440.0,2257.0,7.0,0.0,0.0,0.0,624.0,1.26,1.55,243.56,0.0
vid_1122395,channel_8061,YouTube,2025-11-25,20,12,Short,4009,351.0,1183.0,1253.0,80.0,370.0,78.0,0.0,2.0,29.0,0.0,2.0,0.03,18.75,156.27
vid_1129658,channel_8061,YouTube,2025-11-25,17,1347,Production,1651,1612.0,1643.0,7651.0,7487.0,7649.0,14.0,0.0,1.0,1.0,2987.0,0.91,6.46,278.05,20.64
vid_1130513,channel_8061,YouTube,2025-11-25,16,15,Short,1281,77.0,371.0,501.0,18.0,94.0,36.0,0.0,0.0,11.0,0.0,2.81,0.02,23.47,156.44
vid_1128879,channel_7704,YouTube,2025-11-25,20,32,Short,1145,1103.0,1123.0,476.0,472.0,474.0,18.0,0.0,0.0,3.0,0.0,1.57,0.0,24.94,77.95
vid_1131577,channel_7704,YouTube,2025-11-25,17,1703,Production,389,344.0,370.0,1605.0,1398.0,1474.0,6.0,2.0,0.0,0.0,0.0,2.06,0.0,247.56,14.54
vid_1128992,channel_6357,YouTube,2025-11-25,12,724,Production,476,458.0,476.0,942.0,880.0,942.0,2.0,0.0,0.0,0.0,0.0,0.42,0.0,118.74,16.4
vid_1128022,channel_11257,YouTube,2025-11-25,19,30,Short,2693,2379.0,2604.0,1429.0,1301.0,1406.0,34.0,0.0,0.0,12.0,0.0,1.26,0.09,31.84,106.13
vid_1130151,channel_11257,YouTube,2025-11-25,15,40,Short,22484,21850.0,22435.0,14298.0,13966.0,14284.0,206.0,0.0,5.0,58.0,0.0,0.94,0.05,38.16,95.39
vid_1131718,channel_11257,YouTube,2025-11-25,12,35,Short,84942,13165.0,57903.0,43544.0,6880.0,29450.0,888.0,1.0,27.0,368.0,0.0,1.08,0.07,30.76,87.88
vid_1129718,channel_9356,YouTube,2025-11-25,16,25,Short,3006,2882.0,2948.0,1254.0,1234.0,1248.0,42.0,0.0,0.0,18.0,0.0,1.4,0.0,25.03,100.12
vid_1131390,channel_9356,YouTube,2025-11-25,15,1195,Production,10396333,94267.0,4601800.0,43752934.0,493455.0,21539722.0,27532.0,489.0,12949.0,8272.0,0.0,0.39,0.0,252.51,21.13
vid_1131589,channel_8327,YouTube,2025-11-25,14,1678,Production,428,389.0,423.0,1471.0,1355.0,1453.0,1.0,0.0,0.0,0.0,613.0,0.23,0.51,206.21,12.29
vid_1122398,channel_5534,YouTube,2025-11-25,15,793,Production,399,366.0,389.0,1425.0,1252.0,1375.0,2.0,0.0,0.0,0.0,438.0,0.5,4.16,214.29,27.02
vid_1122149,channel_10438,YouTube,2025-11-24,12,37,Short,2671,1719.0,1999.0,1547.0,958.0,1144.0,39.0,0.0,2.0,9.0,0.0,1.54,0.07,34.75,93.92
vid_1122280,channel_8327,YouTube,2025-11-23,12,,Live,146,146.0,146.0,589.0,589.0,589.0,2.0,0.0,0.0,0.0,0.0,1.37,0.0,242.05,0.0
vid_1122332,channel_7552,YouTube,2025-11-24,17,33,Short,31332,29028.0,31282.0,16346.0,15247.0,16325.0,367.0,1.0,4.0,123.0,0.0,1.19,0.08,31.3,94.86
vid_1127965,channel_5472,YouTube,2025-11-24,10,29,Short,5713,4955.0,5108.0,2704.0,2370.0,2422.0,91.0,0.0,4.0,38.0,0.0,1.66,0.0,28.4,97.93
vid_1127768,channel_10665,YouTube,2025-11-24,13,60,Short,6843,4164.0,5423.0,4318.0,2894.0,3588.0,111.0,0.0,3.0,42.0,0.0,1.67,0.04,37.86,63.1
vid_1130787,channel_8061,YouTube,2025-11-24,18,39,Short,138,138.0,138.0,47.0,47.0,47.0,6.0,0.0,0.0,0.0,0.0,4.35,0.14,20.43,52.4
vid_1132234,channel_8061,YouTube,2025-11-24,18,16,Short,1397,79.0,401.0,536.0,35.0,163.0,38.0,0.0,0.0,12.0,0.0,2.72,0.03,23.02,143.88
vid_1122160,channel_11257,YouTube,2025-11-23,19,180,Short,980,783.0,929.0,1144.0,948.0,1100.0,47.0,0.0,2.0,2.0,0.0,5.0,0.13,70.04,38.91
vid_1121824,channel_11257,YouTube,2025-11-23,17,166,Short,7885,7232.0,7827.0,15717.0,14550.0,15664.0,172.0,2.0,8.0,7.0,0.0,2.31,0.15,119.6,72.05
vid_1131273,channel_11257,YouTube,2025-11-23,13,569,Production,1398,1011.0,1209.0,3940.0,2721.0,3291.0,0.0,0.0,1.0,0.0,2067.0,0.07,3.76,169.1,29.72
vid_1132392,channel_10769,YouTube,2025-11-23,14,493,Production,4649,4466.0,4590.0,17371.0,17095.0,17302.0,26.0,0.0,3.0,2.0,4352.0,0.62,0.83,224.19,45.47
vid_1122174,channel_10438,YouTube,2025-11-23,13,,Live,2236,2122.0,2215.0,9082.0,8636.0,8978.0,8.0,0.0,2.0,3.0,0.0,0.45,0.0,243.7,0.0
vid_1132006,channel_10438,YouTube,2025-11-23,2,,Live,879,864.0,879.0,4447.0,4432.0,4447.0,5.0,1.0,0.0,1.0,0.0,0.68,0.0,303.55,0.0
vid_1129533,channel_9356,YouTube,2025-11-23,13,1088,Production,1832,1409.0,1660.0,7450.0,5851.0,6930.0,5.0,0.0,5.0,0.0,0.0,0.55,0.0,244.0,22.43
vid_1121898,channel_9356,YouTube,2025-11-23,5,28,Short,2217,1851.0,1984.0,746.0,654.0,680.0,27.0,0.0,1.0,6.0,0.0,1.26,0.0,20.19,72.11
vid_1131924,channel_9199,YouTube,2025-11-23,14,2079,Production,3917,3805.0,3869.0,19513.0,19126.0,19391.0,12.0,2.0,2.0,7.0,5879.0,0.41,1.92,298.9,14.38
vid_1121535,channel_8327,YouTube,2025-11-23,10,1515,Production,327,232.0,303.0,1562.0,1309.0,1533.0,1.0,0.0,1.0,1.0,425.0,0.61,0.43,286.61,18.92
vid_1122389,channel_7552,YouTube,2025-11-23,8,,Live,164,158.0,163.0,1017.0,939.0,1010.0,0.0,0.0,0.0,0.0,342.0,0.0,4.57,372.07,0.0
vid_1122255,channel_7552,YouTube,2025-11-23,11,1099,Production,104,96.0,100.0,463.0,446.0,454.0,1.0,0.0,0.0,0.0,178.0,0.96,4.13,267.12,24.31
vid_1131586,channel_5534,YouTube,2025-11-23,15,1061,Production,722,689.0,713.0,3350.0,3119.0,3317.0,3.0,0.0,0.0,0.0,617.0,0.42,2.62,278.39,26.24
vid_1131664,channel_10665,YouTube,2025-11-23,13,1559,Production,86,65.0,79.0,432.0,296.0,396.0,2.0,0.0,0.0,1.0,68.0,2.33,1.05,301.4,19.33
vid_1128377,channel_9119,YouTube,2025-11-23,15,1105,Production,222,154.0,217.0,790.0,517.0,783.0,0.0,1.0,0.0,0.0,14.0,0.45,0.05,213.51,19.32
vid_1132231,channel_8061,YouTube,2025-11-22,11,19,Short,11182,8890.0,9402.0,3840.0,2919.0,3140.0,99.0,1.0,4.0,46.0,0.0,0.93,0.14,20.6,108.44
vid_1132302,channel_8061,YouTube,2025-11-22,11,1155,Production,98,73.0,88.0,385.0,259.0,365.0,5.0,0.0,0.0,0.0,128.0,5.1,2.76,235.71,20.41
vid_1121384,channel_7704,YouTube,2025-11-22,11,58,Short,16008,15917.0,15997.0,11771.0,11724.0,11768.0,387.0,0.0,3.0,59.0,0.0,2.44,0.0,44.12,76.07
vid_1127206,channel_6941,YouTube,2025-10-07,14,44,Short,33,33.0,33.0,14.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,15.15,0.0,25.45,57.85
vid_1128795,channel_6357,YouTube,2025-11-22,10,2534,Production,409,392.0,407.0,1541.0,1466.0,1541.0,0.0,0.0,1.0,1.0,0.0,0.24,0.0,226.06,8.92
