video_id,platform,publish_month,data_month,months_since_publish,views,watch_time_minutes
vid_1127821,YouTube,2026-01,2026-02,1,1,0.18
vid_1131231,YouTube,2026-01,2026-02,1,231,71.41
vid_1131231,YouTube,2026-01,2026-02,1,2,1.9
vid_1122373,YouTube,2026-01,2026-02,1,11,4.69
vid_1122373,YouTube,2026-01,2026-02,1,3,0.82
vid_1128547,YouTube,2026-01,2026-02,1,38,12.69
vid_1128547,YouTube,2026-01,2026-02,1,4,1.14
vid_1130114,YouTube,2026-01,2026-02,1,34,8.47
vid_1130114,YouTube,2026-01,2026-02,1,5,1.74
vid_1130100,YouTube,2026-01,2026-02,1,16,7.69
vid_1130100,YouTube,2026-01,2026-02,1,0,0.14
vid_1121896,YouTube,2026-01,2026-02,1,23,5.34
vid_1126761,YouTube,2026-01,2026-02,1,266,173.01
vid_1126761,YouTube,2026-01,2026-02,1,0,0.12
vid_1127955,YouTube,2026-01,2026-02,1,19,9.79
vid_1129385,YouTube,2026-01,2026-02,1,28,26.65
vid_1129764,YouTube,2026-01,2026-02,1,65,33.93
vid_1131100,YouTube,2026-01,2026-02,1,20,7.99
vid_1132271,YouTube,2026-01,2026-02,1,204,137.84
vid_1132265,YouTube,2026-01,2026-02,1,18,9.24
vid_1121224,YouTube,2026-01,2026-02,1,96,28.22
vid_1121224,YouTube,2026-01,2026-02,1,27,35.26
vid_1127577,YouTube,2026-01,2026-02,1,118,53.02
vid_1127577,YouTube,2026-01,2026-02,1,27,11.61
vid_1128568,YouTube,2026-01,2026-02,1,8,3.31
vid_1128568,YouTube,2026-01,2026-02,1,3,1.26
vid_1128601,YouTube,2026-01,2026-02,1,1,0.82
vid_1128601,YouTube,2026-01,2026-02,1,2,0.51
vid_1121444,YouTube,2026-01,2026-02,1,79,32.36
vid_1121444,YouTube,2026-01,2026-02,1,4,3.99
vid_1128545,YouTube,2026-01,2026-02,1,78,27.34
vid_1128545,YouTube,2026-01,2026-02,1,7,2.7
vid_1128749,YouTube,2026-01,2026-02,1,55,18.29
vid_1128749,YouTube,2026-01,2026-02,1,2,0.73
vid_1131101,YouTube,2026-01,2026-02,1,70,24.37
vid_1131101,YouTube,2026-01,2026-02,1,2,0.47
vid_1131635,YouTube,2026-01,2026-02,1,42,15.77
vid_1131635,YouTube,2026-01,2026-02,1,3,1.18
vid_1129361,YouTube,2026-01,2026-02,1,84,28.2
vid_1129361,YouTube,2026-01,2026-02,1,6,4.09
vid_1131688,YouTube,2026-01,2026-02,1,65,29.7
vid_1131688,YouTube,2026-01,2026-02,1,3,1.2
vid_1132393,YouTube,2026-01,2026-02,1,77,37.42
vid_1132393,YouTube,2026-01,2026-02,1,3,1.19
vid_1127236,YouTube,2026-01,2026-02,1,8,2.34
vid_1127236,YouTube,2026-01,2026-02,1,6,1.75
vid_1127678,YouTube,2026-01,2026-02,1,13,3.12
vid_1127678,YouTube,2026-01,2026-02,1,4,1.1
vid_1130829,YouTube,2026-01,2026-02,1,11,3.19
vid_1130829,YouTube,2026-01,2026-02,1,4,0.91
vid_1131752,YouTube,2026-01,2026-02,1,9,2.26
vid_1131752,YouTube,2026-01,2026-02,1,5,1.63
vid_1126964,YouTube,2026-01,2026-02,1,12,4.52
vid_1126964,YouTube,2026-01,2026-02,1,7,3.47
vid_1130399,YouTube,2026-01,2026-02,1,333,4288.66
vid_1130399,YouTube,2026-01,2026-02,1,84,1378.06
vid_1126901,YouTube,2026-01,2026-02,1,48,636.48
vid_1126901,YouTube,2026-01,2026-02,1,3,36.76
vid_1121711,YouTube,2026-01,2026-02,1,81,45.39
vid_1121711,YouTube,2026-01,2026-02,1,1,0.13
vid_1127262,YouTube,2026-01,2026-02,1,505,243.7
vid_1127262,YouTube,2026-01,2026-02,1,2,0.78
vid_1129639,YouTube,2026-01,2026-02,1,73,36.09
vid_1129639,YouTube,2026-01,2026-02,1,1,0.45
vid_1129604,YouTube,2026-01,2026-02,1,2,0.33
vid_1129604,YouTube,2026-01,2026-02,1,0,0.03
vid_1129889,YouTube,2026-01,2026-02,1,1,0.11
vid_1129889,YouTube,2026-01,2026-02,1,3,1.64
vid_1127633,YouTube,2026-01,2026-02,1,3,0.33
vid_1127633,YouTube,2026-01,2026-02,1,3,0.82
vid_1121213,YouTube,2026-01,2026-02,1,127,49.61
vid_1121213,YouTube,2026-01,2026-02,1,1,0.18
vid_1127037,YouTube,2026-01,2026-02,1,100,39.09
vid_1127037,YouTube,2026-01,2026-02,1,0,0.11
vid_1131715,YouTube,2026-01,2026-02,1,129,72.76
vid_1131715,YouTube,2026-01,2026-02,1,2,0.87
vid_1121862,YouTube,2026-01,2026-02,1,786,468.84
vid_1121862,YouTube,2026-01,2026-02,1,19,19.11
vid_1122180,YouTube,2026-01,2026-02,1,12,4.94
vid_1122180,YouTube,2026-01,2026-02,1,3,1.95
vid_1127208,YouTube,2026-01,2026-02,1,18,6.95
vid_1127208,YouTube,2026-01,2026-02,1,5,1.68
vid_1130553,YouTube,2026-01,2026-02,1,14,4.86
vid_1130553,YouTube,2026-01,2026-02,1,2,0.59
vid_1122060,YouTube,2026-01,2026-02,1,78,28.4
vid_1122060,YouTube,2026-01,2026-02,1,28,10.88
vid_1127247,YouTube,2026-01,2026-02,1,65,33.64
vid_1127247,YouTube,2026-01,2026-02,1,17,8.25
vid_1122264,YouTube,2026-01,2026-02,1,2,0.29
vid_1129214,YouTube,2026-01,2026-02,1,0,0.05
vid_1130377,YouTube,2026-01,2026-02,1,72,27.9
vid_1130377,YouTube,2026-01,2026-02,1,4,1.16
vid_1127723,YouTube,2026-01,2026-02,1,53,19.66
vid_1127723,YouTube,2026-01,2026-02,1,4,1.16
vid_1121721,YouTube,2026-01,2026-02,1,34,8.51
vid_1121721,YouTube,2026-01,2026-02,1,9,3.32
vid_1129193,YouTube,2026-01,2026-02,1,40,303.15
vid_1129193,YouTube,2026-01,2026-02,1,11,60.53
vid_1128208,YouTube,2026-01,2026-02,1,452,741.68
vid_1128208,YouTube,2026-01,2026-02,1,85,123.11
vid_1129398,YouTube,2026-01,2026-02,1,2886,943.43
vid_1129398,YouTube,2026-01,2026-02,1,765,214.51
vid_1121646,YouTube,2026-01,2026-02,1,91,47.54
vid_1129848,YouTube,2026-01,2026-02,1,112,38.47
vid_1129848,YouTube,2026-01,2026-02,1,0,0.05
vid_1130404,YouTube,2026-01,2026-02,1,2560,878.23
vid_1130404,YouTube,2026-01,2026-02,1,2,0.82
vid_1131179,YouTube,2026-01,2026-02,1,104,58.13
vid_1131179,YouTube,2026-01,2026-02,1,2,0.77
vid_1121463,YouTube,2026-01,2026-02,1,3,0.68
vid_1121463,YouTube,2026-01,2026-02,1,1,0.08
vid_1121637,YouTube,2026-01,2026-02,1,1,1.3
vid_1121637,YouTube,2026-01,2026-02,1,1,0.35
vid_1129336,YouTube,2026-01,2026-02,1,4,1.92
vid_1129336,YouTube,2026-01,2026-02,1,3,0.33
vid_1130478,YouTube,2026-01,2026-02,1,2,0.37
vid_1130478,YouTube,2026-01,2026-02,1,0,0.08
vid_1131023,YouTube,2026-01,2026-02,1,10,2.2
vid_1131023,YouTube,2026-01,2026-02,1,2,0.42
vid_1121424,YouTube,2026-01,2026-02,1,2,1.62
vid_1128955,YouTube,2026-01,2026-02,1,1,0.13
vid_1128955,YouTube,2026-01,2026-02,1,2,1.68
vid_1129903,YouTube,2026-01,2026-02,1,3,1.38
vid_1121448,YouTube,2026-01,2026-02,1,99,28.65
vid_1121448,YouTube,2026-01,2026-02,1,4,1.31
vid_1129077,YouTube,2026-01,2026-02,1,100,45.5
vid_1129077,YouTube,2026-01,2026-02,1,5,0.89
vid_1129241,YouTube,2026-01,2026-02,1,49,23.03
vid_1129241,YouTube,2026-01,2026-02,1,2,0.39
vid_1129058,YouTube,2026-01,2026-02,1,30,24.66
vid_1129058,YouTube,2026-01,2026-02,1,1,0.16
vid_1129833,YouTube,2026-01,2026-02,1,100,44.24
vid_1129833,YouTube,2026-01,2026-02,1,2,1.45
vid_1130314,YouTube,2026-01,2026-02,1,41,16.77
vid_1130314,YouTube,2026-01,2026-02,1,0,0.13
vid_1131992,YouTube,2026-01,2026-02,1,117,52.87
vid_1131992,YouTube,2026-01,2026-02,1,2,0.83
vid_1127896,YouTube,2026-01,2026-02,1,24,7.22
vid_1127896,YouTube,2026-01,2026-02,1,4,0.91
vid_1121153,YouTube,2026-01,2026-02,1,11,2.77
vid_1121153,YouTube,2026-01,2026-02,1,4,1.78
vid_1127689,YouTube,2026-01,2026-02,1,13,3.54
vid_1127689,YouTube,2026-01,2026-02,1,5,2.95
vid_1131956,YouTube,2026-01,2026-02,1,50,14.25
vid_1131956,YouTube,2026-01,2026-02,1,17,4.87
vid_1127996,YouTube,2026-01,2026-02,1,13,4.64
vid_1126877,YouTube,2026-01,2026-02,1,23,9.5
vid_1129714,YouTube,2026-01,2026-02,1,7099,5435.4
vid_1129714,YouTube,2026-01,2026-02,1,416,293.08
vid_1130191,YouTube,2026-01,2026-02,1,6,3.07
vid_1121231,YouTube,2026-01,2026-02,1,48,15.88
vid_1121231,YouTube,2026-01,2026-02,1,8,2.49
vid_1127917,YouTube,2026-01,2026-02,1,52,29.98
vid_1127917,YouTube,2026-01,2026-02,1,21,10.9
vid_1121620,YouTube,2026-01,2026-02,1,9,2.19
vid_1121620,YouTube,2026-01,2026-02,1,2,0.8
vid_1128091,YouTube,2026-01,2026-02,1,1,0.64
vid_1130503,YouTube,2026-01,2026-02,1,0,0.03
vid_1121244,YouTube,2026-01,2026-02,1,38,15.76
vid_1121244,YouTube,2026-01,2026-02,1,3,1.0
vid_1128444,YouTube,2026-01,2026-02,1,62,18.66
vid_1128444,YouTube,2026-01,2026-02,1,4,1.15
vid_1129836,YouTube,2026-01,2026-02,1,81,35.94
vid_1129836,YouTube,2026-01,2026-02,1,4,2.07
vid_1132247,YouTube,2026-01,2026-02,1,60,20.47
vid_1132247,YouTube,2026-01,2026-02,1,5,0.64
vid_1129579,YouTube,2026-01,2026-02,1,32,12.97
vid_1129579,YouTube,2026-01,2026-02,1,1,0.44
vid_1129402,YouTube,2026-01,2026-02,1,14,3.56
vid_1129402,YouTube,2026-01,2026-02,1,8,2.06
vid_1129771,YouTube,2026-01,2026-02,1,1,0.61
vid_1129771,YouTube,2026-01,2026-02,1,2,0.68
vid_1130310,YouTube,2026-01,2026-02,1,8,2.14
vid_1130310,YouTube,2026-01,2026-02,1,8,2.47
vid_1130849,YouTube,2026-01,2026-02,1,2,1.04
vid_1130849,YouTube,2026-01,2026-02,1,1,0.37
vid_1130967,YouTube,2026-01,2026-02,1,7,2.51
vid_1130967,YouTube,2026-01,2026-02,1,6,1.4
vid_1131025,YouTube,2026-01,2026-02,1,255,1942.18
vid_1131025,YouTube,2026-01,2026-02,1,148,1779.69
vid_1131804,YouTube,2026-01,2026-02,1,39,362.26
vid_1131804,YouTube,2026-01,2026-02,1,5,12.91
vid_1121537,YouTube,2026-01,2026-02,1,114,677.32
vid_1121537,YouTube,2026-01,2026-02,1,38,164.67
vid_1129623,YouTube,2026-01,2026-02,1,2829,1448.26
vid_1129623,YouTube,2026-01,2026-02,1,971,435.74
vid_1131469,YouTube,2026-01,2026-02,1,63,17.32
vid_1131469,YouTube,2026-01,2026-02,1,2,0.25
vid_1131983,YouTube,2026-01,2026-02,1,61,21.66
vid_1131983,YouTube,2026-01,2026-02,1,3,3.51
vid_1129510,YouTube,2026-01,2026-02,1,58,24.69
vid_1129510,YouTube,2026-01,2026-02,1,1,0.53
vid_1130292,YouTube,2026-01,2026-02,1,67,50.25
vid_1130292,YouTube,2026-01,2026-02,1,4,2.19
vid_1127147,YouTube,2026-01,2026-02,1,4,1.18
vid_1127147,YouTube,2026-01,2026-02,1,4,1.45
vid_1128278,YouTube,2026-01,2026-02,1,0,0.04
vid_1128278,YouTube,2026-01,2026-02,1,2,0.57
vid_1129283,YouTube,2026-01,2026-02,1,1,0.17
vid_1129283,YouTube,2026-01,2026-02,1,3,0.73
vid_1130908,YouTube,2026-01,2026-02,1,0,0.0
vid_1130908,YouTube,2026-01,2026-02,1,2,6.72
vid_1127735,YouTube,2026-01,2026-02,1,2,0.48
vid_1127735,YouTube,2026-01,2026-02,1,4,1.27
vid_1127813,YouTube,2026-01,2026-02,1,1,0.09
vid_1127813,YouTube,2026-01,2026-02,1,5,3.6
vid_1122175,YouTube,2026-01,2026-02,1,63,104.07
vid_1122175,YouTube,2026-01,2026-02,1,4,1.31
vid_1129871,YouTube,2026-01,2026-02,1,57,15.63
vid_1129871,YouTube,2026-01,2026-02,1,1,0.31
vid_1129544,YouTube,2026-01,2026-02,1,42,14.42
vid_1129544,YouTube,2026-01,2026-02,1,1,0.47
vid_1130059,YouTube,2026-01,2026-02,1,84,36.48
vid_1130059,YouTube,2026-01,2026-02,1,7,3.24
vid_1128508,YouTube,2026-01,2026-02,1,28,9.49
vid_1128508,YouTube,2026-01,2026-02,1,8,4.3
vid_1128788,YouTube,2026-01,2026-02,1,19,5.25
vid_1128788,YouTube,2026-01,2026-02,1,6,1.57
vid_1130185,YouTube,2026-01,2026-02,1,22,5.16
vid_1130185,YouTube,2026-01,2026-02,1,7,8.77
vid_1130642,YouTube,2026-01,2026-02,1,17,5.52
vid_1130642,YouTube,2026-01,2026-02,1,5,2.06
vid_1127051,YouTube,2026-01,2026-02,1,9,2.17
vid_1127051,YouTube,2026-01,2026-02,1,1,1.63
vid_1122378,YouTube,2026-01,2026-02,1,21,27.22
vid_1122378,YouTube,2026-01,2026-02,1,0,0.0
vid_1128005,YouTube,2026-01,2026-02,1,30,9.85
vid_1128005,YouTube,2026-01,2026-02,1,1,0.25
vid_1129002,YouTube,2026-01,2026-02,1,20,8.8
vid_1129002,YouTube,2026-01,2026-02,1,2,1.27
vid_1131852,YouTube,2026-01,2026-02,1,16,9.22
vid_1121662,YouTube,2026-01,2026-02,1,31,9.5
vid_1121662,YouTube,2026-01,2026-02,1,12,15.25
vid_1128135,YouTube,2026-01,2026-02,1,51,38.11
vid_1128135,YouTube,2026-01,2026-02,1,22,7.84
vid_1127839,YouTube,2026-01,2026-02,1,4,0.94
vid_1127839,YouTube,2026-01,2026-02,1,1,0.22
vid_1130544,YouTube,2026-01,2026-02,1,3,0.67
vid_1130544,YouTube,2026-01,2026-02,1,1,0.09
vid_1131281,YouTube,2026-01,2026-02,1,5,1.71
vid_1131281,YouTube,2026-01,2026-02,1,3,0.97
vid_1130638,YouTube,2026-01,2026-02,1,8,1.72
vid_1130638,YouTube,2026-01,2026-02,1,1,0.54
vid_1128549,YouTube,2026-01,2026-02,1,37,20.93
vid_1128549,YouTube,2026-01,2026-02,1,9,2.0
vid_1132085,YouTube,2026-01,2026-02,1,58,27.62
vid_1132085,YouTube,2026-01,2026-02,1,7,3.16
vid_1131582,YouTube,2026-01,2026-02,1,32,21.68
vid_1131582,YouTube,2026-01,2026-02,1,7,3.21
vid_1131845,YouTube,2026-01,2026-02,1,19,13.47
vid_1131845,YouTube,2026-01,2026-02,1,6,1.05
vid_1131859,YouTube,2026-01,2026-02,1,30,12.69
vid_1131859,YouTube,2026-01,2026-02,1,3,0.99
vid_1122173,YouTube,2026-01,2026-02,1,2,0.9
vid_1122173,YouTube,2026-01,2026-02,1,1,0.63
vid_1129486,YouTube,2026-01,2026-02,1,7,1.81
vid_1129486,YouTube,2026-01,2026-02,1,2,0.81
vid_1129781,YouTube,2026-01,2026-02,1,4,1.53
vid_1129781,YouTube,2026-01,2026-02,1,4,1.15
vid_1130385,YouTube,2026-01,2026-02,1,12,2.89
vid_1130385,YouTube,2026-01,2026-02,1,4,2.72
vid_1130401,YouTube,2026-01,2026-02,1,3,2.03
vid_1130401,YouTube,2026-01,2026-02,1,3,0.94
vid_1127378,YouTube,2026-01,2026-02,1,59,455.57
vid_1127378,YouTube,2026-01,2026-02,1,6,9.68
vid_1127726,YouTube,2026-01,2026-02,1,1685,498.48
vid_1127726,YouTube,2026-01,2026-02,1,700,179.4
vid_1130578,YouTube,2026-01,2026-02,1,53,23.93
vid_1130578,YouTube,2026-01,2026-02,1,10,3.54
vid_1122157,YouTube,2026-01,2026-02,1,0,0.05
vid_1122157,YouTube,2026-01,2026-02,1,0,0.1
vid_1128016,YouTube,2026-01,2026-02,1,1,0.2
vid_1128016,YouTube,2026-01,2026-02,1,3,0.71
vid_1128126,YouTube,2026-01,2026-02,1,2,0.37
vid_1128126,YouTube,2026-01,2026-02,1,1,0.94
vid_1129109,YouTube,2026-01,2026-02,1,1,1.95
vid_1129109,YouTube,2026-01,2026-02,1,1,0.18
vid_1130097,YouTube,2026-01,2026-02,1,0,0.05
vid_1130097,YouTube,2026-01,2026-02,1,2,0.17
vid_1130822,YouTube,2026-01,2026-02,1,5,3.11
vid_1130400,YouTube,2026-01,2026-02,1,120,46.79
vid_1130400,YouTube,2026-01,2026-02,1,11,5.07
vid_1127246,YouTube,2026-01,2026-02,1,26,7.11
vid_1127246,YouTube,2026-01,2026-02,1,3,0.93
vid_1128741,YouTube,2026-01,2026-02,1,11,5.03
vid_1128741,YouTube,2026-01,2026-02,1,4,3.15
vid_1129870,YouTube,2026-01,2026-02,1,14,4.77
vid_1129870,YouTube,2026-01,2026-02,1,1,0.07
vid_1130125,YouTube,2026-01,2026-02,1,25,6.06
vid_1130125,YouTube,2026-01,2026-02,1,2,0.87
vid_1131862,YouTube,2026-01,2026-02,1,1,0.19
vid_1131862,YouTube,2026-01,2026-02,1,0,0.04
vid_1131999,YouTube,2026-01,2026-02,1,1,0.19
vid_1131999,YouTube,2026-01,2026-02,1,1,0.22
vid_1121667,YouTube,2026-01,2026-02,1,7,4.7
vid_1121667,YouTube,2026-01,2026-02,1,1,0.05
vid_1129471,YouTube,2026-01,2026-02,1,5,1.68
vid_1122354,YouTube,2026-01,2026-02,1,27,12.14
vid_1122354,YouTube,2026-01,2026-02,1,5,2.26
vid_1130949,YouTube,2026-01,2026-02,1,48,19.69
vid_1130949,YouTube,2026-01,2026-02,1,5,6.17
vid_1121940,YouTube,2026-01,2026-02,1,4,1.41
vid_1121940,YouTube,2026-01,2026-02,1,5,2.09
vid_1132052,YouTube,2026-01,2026-02,1,16,3.77
vid_1132052,YouTube,2026-01,2026-02,1,4,0.9
vid_1127363,YouTube,2026-01,2026-02,1,3,0.64
vid_1127363,YouTube,2026-01,2026-02,1,4,0.77
vid_1131162,YouTube,2026-01,2026-02,1,10,2.68
vid_1131162,YouTube,2026-01,2026-02,1,7,1.23
vid_1127694,YouTube,2026-01,2026-02,1,46,24.2
vid_1127694,YouTube,2026-01,2026-02,1,7,3.55
vid_1129559,YouTube,2026-01,2026-02,1,75,39.9
vid_1129559,YouTube,2026-01,2026-02,1,10,5.59
vid_1131073,YouTube,2026-01,2026-02,1,1,0.18
vid_1131073,YouTube,2026-01,2026-02,1,7,1.22
vid_1130468,YouTube,2026-01,2026-02,1,3,0.43
vid_1130468,YouTube,2026-01,2026-02,1,5,2.83
vid_1122337,YouTube,2026-01,2026-02,1,19,6.42
vid_1122337,YouTube,2026-01,2026-02,1,6,1.71
vid_1128597,YouTube,2026-01,2026-02,1,9,5.16
vid_1128597,YouTube,2026-01,2026-02,1,0,0.09
vid_1131350,YouTube,2026-01,2026-02,1,73,27.15
vid_1131350,YouTube,2026-01,2026-02,1,29,12.41
vid_1122408,YouTube,2026-01,2026-02,1,21,10.03
vid_1122408,YouTube,2026-01,2026-02,1,0,0.16
vid_1129447,YouTube,2026-01,2026-02,1,13,36.99
vid_1129447,YouTube,2026-01,2026-02,1,3,0.68
vid_1131707,YouTube,2026-01,2026-02,1,31,23.73
vid_1131707,YouTube,2026-01,2026-02,1,3,1.1
vid_1131010,YouTube,2026-01,2026-02,1,21,126.09
vid_1131010,YouTube,2026-01,2026-02,1,6,43.01
vid_1132257,YouTube,2026-01,2026-02,1,47,16.04
vid_1132257,YouTube,2026-01,2026-02,1,6,1.95
vid_1131610,YouTube,2026-01,2026-02,1,5,3.31
vid_1126941,YouTube,2026-01,2026-02,1,20,6.56
vid_1126941,YouTube,2026-01,2026-02,1,4,1.13
vid_1127957,YouTube,2026-01,2026-02,1,10,2.14
vid_1127957,YouTube,2026-01,2026-02,1,3,0.56
vid_1129441,YouTube,2026-01,2026-02,1,21,6.69
vid_1129441,YouTube,2026-01,2026-02,1,7,1.63
vid_1130634,YouTube,2026-01,2026-02,1,13,3.26
vid_1130634,YouTube,2026-01,2026-02,1,3,0.45
vid_1129078,YouTube,2026-01,2026-02,1,82,26.03
vid_1129078,YouTube,2026-01,2026-02,1,26,9.64
vid_1130282,YouTube,2026-01,2026-02,1,1,0.29
vid_1130282,YouTube,2026-01,2026-02,1,1,0.46
vid_1121162,YouTube,2026-01,2026-02,1,2,0.5
vid_1132068,YouTube,2026-01,2026-02,1,3,1.28
vid_1132068,YouTube,2026-01,2026-02,1,1,0.44
vid_1131369,YouTube,2026-01,2026-02,1,11067,19934.98
vid_1131369,YouTube,2026-01,2026-02,1,11057,19717.66
vid_1132379,YouTube,2026-01,2026-02,1,1583,726.86
vid_1132379,YouTube,2026-01,2026-02,1,861,365.43
vid_1121485,YouTube,2026-01,2026-02,1,54,26.99
vid_1121485,YouTube,2026-01,2026-02,1,14,7.42
vid_1128885,YouTube,2026-01,2026-02,1,44,18.83
vid_1128885,YouTube,2026-01,2026-02,1,9,3.32
vid_1129958,YouTube,2026-01,2026-02,1,38,10.12
vid_1129958,YouTube,2026-01,2026-02,1,14,5.15
vid_1131611,YouTube,2026-01,2026-02,1,43,20.4
vid_1131611,YouTube,2026-01,2026-02,1,13,6.22
vid_1129685,YouTube,2026-01,2026-02,1,1,0.49
vid_1129685,YouTube,2026-01,2026-02,1,6,1.81
vid_1130627,YouTube,2026-01,2026-02,1,3,0.85
vid_1130627,YouTube,2026-01,2026-02,1,1,0.27
vid_1130846,YouTube,2026-01,2026-02,1,4,1.26
vid_1130846,YouTube,2026-01,2026-02,1,4,0.79
vid_1131465,YouTube,2026-01,2026-02,1,5,2.53
vid_1131465,YouTube,2026-01,2026-02,1,1,0.24
vid_1122185,YouTube,2026-01,2026-02,1,3,0.87
vid_1131504,YouTube,2026-01,2026-02,1,0,0.01
vid_1131504,YouTube,2026-01,2026-02,1,6,6.71
vid_1131975,YouTube,2026-01,2026-02,1,2,8.48
vid_1122090,YouTube,2026-01,2026-02,1,57,15.09
vid_1122090,YouTube,2026-01,2026-02,1,3,0.89
vid_1122240,YouTube,2026-01,2026-02,1,31,8.09
vid_1122240,YouTube,2026-01,2026-02,1,5,1.51
vid_1127462,YouTube,2026-01,2026-02,1,7,1.65
vid_1127462,YouTube,2026-01,2026-02,1,0,0.22
vid_1127796,YouTube,2026-01,2026-02,1,8,3.05
vid_1127796,YouTube,2026-01,2026-02,1,2,1.02
vid_1127428,YouTube,2026-01,2026-02,1,29,7.78
vid_1127428,YouTube,2026-01,2026-02,1,2,0.39
vid_1131303,YouTube,2026-01,2026-02,1,32,11.08
vid_1131303,YouTube,2026-01,2026-02,1,5,2.54
vid_1127947,YouTube,2026-01,2026-02,1,16,6.74
vid_1127947,YouTube,2026-01,2026-02,1,0,0.04
vid_1130636,YouTube,2026-01,2026-02,1,13,8.12
vid_1130636,YouTube,2026-01,2026-02,1,0,0.01
vid_1127207,YouTube,2026-01,2026-02,1,48,15.26
vid_1127207,YouTube,2026-01,2026-02,1,25,9.01
vid_1129354,YouTube,2026-01,2026-02,1,32,14.94
vid_1129354,YouTube,2026-01,2026-02,1,22,14.89
vid_1121578,YouTube,2026-01,2026-02,1,2,0.49
vid_1121578,YouTube,2026-01,2026-02,1,0,0.0
vid_1127873,YouTube,2026-01,2026-02,1,1,0.46
vid_1127873,YouTube,2026-01,2026-02,1,2,0.34
vid_1128901,YouTube,2026-01,2026-02,1,4,1.28
vid_1128901,YouTube,2026-01,2026-02,1,3,1.91
vid_1127301,YouTube,2026-01,2026-02,1,0,0.02
vid_1127791,YouTube,2026-01,2026-02,1,0,0.03
vid_1128488,YouTube,2026-01,2026-02,1,1,0.4
vid_1128242,YouTube,2026-01,2026-02,1,24,8.42
vid_1128242,YouTube,2026-01,2026-02,1,4,2.24
vid_1128843,YouTube,2026-01,2026-02,1,35,10.89
vid_1128843,YouTube,2026-01,2026-02,1,4,1.12
vid_1131870,YouTube,2026-01,2026-02,1,16,5.97
vid_1131870,YouTube,2026-01,2026-02,1,5,1.33
vid_1132230,YouTube,2026-01,2026-02,1,45,18.96
vid_1132230,YouTube,2026-01,2026-02,1,5,1.36
vid_1127132,YouTube,2026-01,2026-02,1,27,15.8
vid_1127132,YouTube,2026-01,2026-02,1,4,1.35
vid_1122081,YouTube,2026-01,2026-02,1,5,1.6
vid_1122081,YouTube,2026-01,2026-02,1,2,0.64
vid_1130194,YouTube,2026-01,2026-02,1,5,0.91
vid_1130194,YouTube,2026-01,2026-02,1,2,1.4
vid_1129742,YouTube,2026-01,2026-02,1,7,3.26
vid_1129742,YouTube,2026-01,2026-02,1,2,0.92
vid_1131895,YouTube,2026-01,2026-02,1,9,3.04
vid_1131895,YouTube,2026-01,2026-02,1,6,1.8
vid_1131978,YouTube,2026-01,2026-02,1,7,2.77
vid_1131978,YouTube,2026-01,2026-02,1,11,6.4
vid_1129865,YouTube,2026-01,2026-02,1,11,103.81
vid_1129865,YouTube,2026-01,2026-02,1,8,32.41
vid_1130963,YouTube,2026-01,2026-02,1,1289,469.81
vid_1130963,YouTube,2026-01,2026-02,1,871,274.35
vid_1128566,YouTube,2026-01,2026-02,1,32,14.43
vid_1128566,YouTube,2026-01,2026-02,1,17,7.31
vid_1130672,YouTube,2026-01,2026-02,1,1,0.39
vid_1130672,YouTube,2026-01,2026-02,1,1,0.16
vid_1128323,YouTube,2026-01,2026-02,1,9,1.97
vid_1128323,YouTube,2026-01,2026-02,1,9,1.3
vid_1131932,YouTube,2026-01,2026-02,1,0,0.07
vid_1131932,YouTube,2026-01,2026-02,1,0,0.13
vid_1129916,YouTube,2026-01,2026-02,1,9,3.86
vid_1129916,YouTube,2026-01,2026-02,1,6,4.07
vid_1130916,YouTube,2026-01,2026-02,1,16,5.03
vid_1130916,YouTube,2026-01,2026-02,1,4,1.77
vid_1127101,YouTube,2026-01,2026-02,1,22,8.45
vid_1127101,YouTube,2026-01,2026-02,1,1,0.44
vid_1127681,YouTube,2026-01,2026-02,1,12,7.6
vid_1127681,YouTube,2026-01,2026-02,1,1,1.23
vid_1127627,YouTube,2026-01,2026-02,1,1,0.12
vid_1127750,YouTube,2026-01,2026-02,1,0,0.03
vid_1127637,YouTube,2026-01,2026-02,1,25,23.07
vid_1127637,YouTube,2026-01,2026-02,1,3,1.73
vid_1130071,YouTube,2026-01,2026-02,1,4,0.92
vid_1130071,YouTube,2026-01,2026-02,1,3,0.5
vid_1130917,YouTube,2026-01,2026-02,1,3,0.75
vid_1130917,YouTube,2026-01,2026-02,1,6,2.18
vid_1127375,YouTube,2026-01,2026-02,1,3,0.91
vid_1127375,YouTube,2026-01,2026-02,1,4,1.4
vid_1127812,YouTube,2026-01,2026-02,1,33,10.27
vid_1127812,YouTube,2026-01,2026-02,1,12,4.55
vid_1128085,YouTube,2026-01,2026-02,1,63,18.4
vid_1128085,YouTube,2026-01,2026-02,1,44,14.02
vid_1130044,YouTube,2026-01,2026-02,1,75,40.75
vid_1130044,YouTube,2026-01,2026-02,1,14,3.85
vid_1126767,YouTube,2026-01,2026-02,1,1,0.67
vid_1128828,YouTube,2026-01,2026-02,1,2,2.58
vid_1121843,YouTube,2026-01,2026-02,1,10,4.18
vid_1121843,YouTube,2026-01,2026-02,1,2,1.74
vid_1128912,YouTube,2026-01,2026-02,1,7,4.76
vid_1128912,YouTube,2026-01,2026-02,1,0,0.01
